"exercise","weight_delta"
0,1.09975098351239
30,-0.476197974898831
275,-2.40382264385561
645,-2.03366058906031
60,-1.64117666468687
140,-0.287482044020848
112.8,-1.99233569667244
79.89,-0.605602899570611
80.03,2.34996488723622
18.4,-2.86994153822792
29.94,2.95474087391542
65,-0.544870597627584
410,-0.36076937228012
265,-0.697321536138463
210,-0.378164470283716
215,-0.311775847734378
145,-0.693478157574084
200,-0.492937699183191
205,-0.509152797413092
170,0.0137979318044437
120,-1.17546733855117
150,-0.345187870373891
20,0.245744350028945
0,-0.852134298946953
50,0.158937882860976
0,0
80,-0.178829659230147
60,-1.03911758340193
60,-0.362062029463032
0,-0.508696711015414
0,-0.547151593176688
0,-1.40228132767977
60,-0.303956256030891
30,-0.921673031615458
35,-0.122783369400479
0,-1.15464273144034
0,-0.534087966548459
15,-0.742355927029097
15,-1.55205856651525
15,-1.08377990820016
0,-1.41979524826055
0,-0.862838945253703
0,-0.150686605254857
0,-0.801018239544682
0,0.0638954252698359
0,-0.611363988797715
0,-0.0902638860216611
0,-0.758592197419629
0,-0.485187603276637
0,-0.259716699593498
0,1.14172882915974
0,-1.01239910371852
0,-0.127865319956596
0,0.0938816801097325
0,0.00851473189589894
0,0.102318441150946
0,-0.0510693777495162
10,-0.950118629179002
187.82,0.0326952097192919
0,-0.140583760285685
0,-0.574220883862784
79.65,-2.28322128170753
100.5,-0.488064822113398
47.5,1.33535016483075
0,0.29748216254128
30,0
0,0.621127368082333
0,3.08632986809032
0,0.59881188118811
0,2.97623734311766
0,-2.29884979829103
60,-1.17778188380947
60,-1.45315725571945
90,-1.86907160160395
180,-0.634407113095832
0,-1.345776062426
30,-0.761596909313516
0,-0.39846496472316
45,-1.00260303527041
0,-0.379110179968248
0,-1.081773605254
0,0.0911448218222636
0,-0.333804142811181
0,-0.791756176154667
0,-0.337662724335942
0,0.708303005942355
0,-0.410080213512269
0,-0.32936783632184
0,0.958346811678675
0,1.14295382588859
0,0.0350887717985889
0,0.0808633891938259
0,0.905116360777142
0,0.520573540216363
0,0.910968426264097
0,0.289511562925671
60,-0.196835463031115
0,0.0828102027282542
0,-0.546186341205896
0,0.558399354113596
0,0.81839159957483
0,0.465101316488738
0,0.217890321366782
0,1.45648048717292
0,1.91236741338114
0,0.499356575416841
0,1.04607015291379
0,1.5182048408804
1.33,0.862825036142944
0,-4.69969952684112
255,-3.15073441031545
0,6.647915432349
5,-1.06102408941046
0,-54.6406593406593
15,-1.30266596968112
200.35,-0.059981568577603
172.54,-0.931530951444074
95,-1.22776602612251
0,-0.815439985886836
330,-0.308374835163346
0,-6.25000574119783
50,-1.59998589043137
175,-1.07110836242546
204,-0.821829129883806
298,-0.552401921148364
217.5,-1.94418267234602
363.5,-0.957659641658246
347,-1.07584442761491
410.02,-1.06004766762205
455.5,-0.97396556994433
631.1,-1.40506201481605
514.91,-0.356298827910005
503.21,-0.543445787770805
310.5,-0.373903951639074
524.82,-0.519635372182474
737.5,-0.928630549435463
611.52,0.0585864599892915
809.11,-1.068508281766
604.04,-0.532595698266854
821.09,-0.505754129645088
784.45,-0.34384364960405
673.98,0.135018934069598
646.95,-0.6292167488374
422.06,-0.76887500388444
440.97,0.364656611674156
469.9,-0.181682535799461
375.41,-0.181963071443035
378.55,-0.182345022640583
584.54,-0.63925599936915
357.99,-0.0919098246926603
650.08,-0.122636633536676
213.93,0.959455625293998
202.98,-0.448603443300218
1000.94,0.366622980584999
702.16,-1.14137966378431
783.84,0.415623069769969
508.71,-0.0153441284120216
455.01,1.69014129840826e-05
733.43,0.643960635939213
878.68,-0.517954774720595
928,0.214384924586696
671.04,-0.840460841043362
665.62,1.10956356237904
482.52,-0.167656634374278
555.01,-0.62849061333907
512.51,0.0179235092368696
610.5,-0.384030559892176
952.84,0.439487685063775
744.11,0.207270134289997
148.97,-0.337076773080955
0,-1.33254948069763
10,-2.70448483307746
5,0.925941046786968
90,-0.959823529411762
123.01,-0.21874664054931
35.79,-0.808362431411672
45,-0.804456448386725
315,-0.441860880898455
315,0.0295191883393619
195,0.245703972214214
140,-0.800056438260729
50,1.41122400903184
0,1.0556973775818
0,-0.293087796654136
0,-0.624949286023763
0,-1.4675138000681
0,-1.45387767163801
0,-1.18751259386894
0,-0.910430206372196
0,-0.183759039073121
0,-0.854201891786808
0,-0.549649199105045
0,-0.398281085353005
0,-1.2496259965848
0,-0.987141382851655
0,-1.45709650886878
0,-0.233501353655904
0,-0.780044883534965
0,-1.02189199073087
0,-0.317822765215649
0,-0.63732086329925
0,-1.32321482241041
0,-1.17845615524983
0,0.657942447712701
0,-0.16336543605243
0,0.0817261722203183
0,2.12602953079173
0,-1.44121213618881
0,-0.203090412843048
0,-0.203503709366551
0,-0.0814595830995646
0,7.02041389289319
0,-0.610264689066019
0,-1.68840551510834
0,2.49805525150933
0,-2.20865158747882
0,-0.0779515567132041
0,-1.32500743179501
0,1.42185954500494
0,0.117761467461084
0,-1.6948181436591
0,1.71762750728389
60,-3.17995738763618
35,-0.00078385877999481
24.98,-2.22225706066331
204,-0.68177900880245
320,-1.60180526596445
60,-1.41846189447219
198.04,-1.43887174184053
0,-1.85322461082283
0,-0.906344410876124
0,-0.828661417322839
60,-1.59576900751096
73,-1.47442544279772
365.24,-1.57721483375747
95,-0.559583588487458
0,-0.559583588487458
0,-2.2345494875796
40.02,-0.628631322217016
66.98,-0.402511162553663
176.12,-1.27020211984628
0,-1.50211236132955
115.61,-1.01735635701477
177.05,0.481765789368744
173.3,-1.33188692045606
0,-2.04077347676863
24.57,0.040003894652504
0,-0.413814369411046
25,-1.32013471467718
15,-3.79206708121349
60.51,0.00230338927280252
49,-0.186487971649234
237,0.560674028586718
0,-0.557575320476308
80,-0.558585824581211
67,0.156988343373243
398,-0.88820623219869
379,0.421725192833103
367,-0.557751592751406
120,-1.49787928740147
293.68,1.7722034258016e-05
348.62,-1.48707337310818
0,-1.15798182233789
151.21,-2.94636565493575
285.63,-1.75567262279629
419.5,-2.04764556669055
356.43,-0.923577366572742
55.7,-0.705867401194127
0,0
130,-0.393706938303618
340,0.395263116618299
250,-0.524942584404831
150,-0.263856386738075
608,-2.51320876645651
191.66,-2.08333524706609
126,6.95036946929638
0,-1.28649272134278
0,-1.42169949755881
135,0.958898271547809
135,1.1473204175196
45,0.150252216851459
90,1.19582990323157
75,-0.40663615868322
110,-0.153097101196782
90,1.02224987935997
120,0.88541746546741
120,-0.100280359339923
150,-1.18917478665549
30,0.540889120180486
165,-0.0736652661450473
0,-0.189692024990881
120,-1.27294501852113
80,-0.0598507731724716
90,-0.0748718896927596
0,0.461666945047592
0,-9.32493495823634
30,0
0,-1.8595435213262
30,-0.950570011309436
0,0.196010507972029
0,0.847327945404769
0,0.0626563694917615
0,-0.581635068752594
0,0.281282509337646
0,0.751692978806651
0,0.445441297200483
10.01,1.57854577890226
123.64,-1.5286766712395
233.88,0.646816848277426
0,0.53701957085593
90,0
90,1.86161324178691
35,-0.00236209312946042
115,-1.57142857142857
0,-4.09057482714175
30,0.00174708818637313
35,-0.816764378268677
0,-2.04862352520557
47.28,-1.21412320083708
20,-0.0881847415901225
0,-0.430770404250778
70,-0.790682516770312
65,-0.929246527162709
60,-0.252508294290298
0,-1.99303121619269
0,-1.67820990942994
0,-1.44575305061066
0,1.38547879513115
0,-1.76848119559891
0,-1.25171439219575
525.35,-0.661355793044706
278.83,-0.208032433918527
506.29,-1.65617722760122
206.98,3.12819651608373
67.82,-0.355398117796341
109.32,-1.20336205972586
317.24,-0.608996194143017
119.75,0.73168530777416
45,-2.08621541728901
0,-0.589850602613344
210,-0.667601068292546
0,-0.29872404275741
0,-0.337078342434651
0,-1.69103678425465
0,0.382100117984161
19.94,-5.2434453836328
15,-1.58105246647322
0,-1.2047499393508
0,-0.813020516400664
0,-1.22952708203263
0,0.000468933177010299
0,-5.87382943104604
0,-3.96064267032009
0,1.76371417455583
0,-0.573467567223153
0,-1.04464523686523
165,-1.05583953832687
0,-2.75163386120945
0,-1.23465470607916
0,-1.04156858782543
0,-0.857391978298784
86.54,1.08968972359167
286.67,1.07257036026796
0,-1.52093932085835
0,-45.9483845376629
0,83.2225984251969
100,-0.352118871687754
80,0.00161672219862596
0,-0.918637274549098
52,-2.75233811203521
15,0
58,0
0,-0.874647526275303
354.73,-1.11334829361356
171,0.716445204240115
0,5.48789340388122
0,0.867065282216755
60,0
0,-1.60774097506513
0,-0.880777396700974
30,-0.586992227383152
40,-1.35070928046488
210,0
300,-0.47244832596435
300,-0.316460663751124
30,0.79366329149804
10,0
0,0.675536779886729
0,-0.972004822313533
0,-3.69558849376061
0,0.367923495273205
0,-0.439873573724465
56.05,-0.230101188514356
0,-0.428994813986313
0,0.027791387488837
0,-0.236237742410174
0,0.74285688551961
0,0.202703087117809
30,-0.239117827174737
0,-1.53055043551737
0,0.468254902082397
0,-0.260979228913431
0,-0.261620912533921
0,-0.524696942283334
30,0.38619273758328
30,-0.956927704862694
0,0.426263975431552
0,0
0,0.962072316996026
0,-0.840820059069961
0,-0.131894992476602
0,-0.377322701798785
0,2.49998747375753
0,-1.21954696954494
0,-0.11229291997901
0,-0.449346354634355
0,-2.36182889686707
0,-2.40149911816578
0,-0.409842360677547
0,-0.411528980767184
40.02,-0.826459080163434
0,-0.83334634671507
0,0.42017468373425
0,-1.67366641238203
0,0.425538701412746
0,-0.847471085373931
0,-0.678326369128492
17,-0.140713834491467
0,-0.783105168374573
0,-4.59363324473305
0,-0.149068535293121
120,-2.56215127044621
55,-0.000755863611974915
17,-1.04652772437129
446,-0.117510639686899
395,0.470595558598809
433,0.702586994705802
306,2.90695736881233
61,-6.22773972327134e-05
135,-0.564856344638348
306,-0.0811700512573785
512,1.21841449410538
0,-7.86611222162059
0,-0.317877797762632
45,-0.592267693413395
180,-2.31436280045373
0,-2.45101747484681
0,-1.50756107018225
0,-0.35299854235722
0,2.14531231480385
0,3.6402993051844
0,0.818674546570329
0,-0.231971089292248
0,-0.406957368812315
0,-0.321104754795658
0,-6.96508575929122
0,-3.66906670224722
0,-1.35360217267854
30,-1.21134117944527
0,-0.868507855732455
0,-0.39946611919882
0,-1.65907302127291
0,-1.9339659268362
60,1.32507003368472
0,-1.38913502129956
0,-0.854650987518393
0,-0.0534739383358919
0,0.535327090058268
0,0.897597073595036
0,-1.94514289918636
135,-1.66584530634104
75,-0.575580417894538
0,-8.65461314546237
0,-0.378660383709185
0,-1.86335722669798
30,-2.45255227469143
0,-1.14066018720826
30,-2.0498798371671
0,-0.336176737147886
0,-1.04550329856591
0,-0.835035577114259
0,0.309362872742379
0,-0.662455970718754
0,-0.744491666581643
0,-0.958547921921398
0,-1.07016899573157
0,-1.14677507709576
0,-0.292949599656867
0,-1.55860842475282
0,-0.372409511549973
0,-0.256821440343712
0,-0.0735751778554952
0,-1.45712329646326
0,-0.146330638199926
0,0.392798407197117
0,-0.801172182598754
0,0.161495431128711
0,-0.611308199132641
0,-0.415113293546271
40,-0.445465738173184
40,0.111833928465736
0,-0.412661753218077
0,-0.345309755640055
0,-0.970217571718245
0,-1.18954024109234
0,0.991392608710325
0,0.140254882947775
0,-1.61054859929205
0,-0.213526616136634
0,0
0,-1.28390116753742
0,-0.867066387159657
0,1.60352533901693
0,-1.14779506190021
0,-0.290280591773075
0,0.291125673099753
0,0.290280591773075
0,-0.434160603689976
0,0.581405036536479
0,0.289022129053236
0,0
0,0
0,0
0,1.15275679398411
0,0
0,0.854589192957768
0,0.56498160322248
0,-1.12349113320138
0,-0.994334373430306
0,1.00432067916269
0,1.13625687848151
0,1.68542248270362
0,10.4972947690749
0,-3.29998842573455
0,2.37846082293718
0,-0.808138842216957
0,-4.53160166357039
0,-0.800014109596293
0,1.07528793465777
0,-1.32981062511653
0,-0.539093168277655
0,0.2349210218467
0,-0.234310830512977
0,1.89699209263004
0,-0.744647043164898
0,0.321478066594751
0,-0.213631931260926
62.1,3.08501165995336
0,-0.452393325249474
185.83,-1.69814837713114
240.83,-0.0730099439640316
240,-1.26215618348012
75,-0.140867957766526
95,-1.03431620494365
170,-0.237533422774927
80.02,-1.9047918995953
80.04,-0.00805397765155467
165,-1.65584268333019
0,-1.8579778506973
45,0
90,-0.823057588174535
0,-0.531687461746807
100,-1.25027538541126
120.01,-1.15783240681087
0,-0.514288182430985
0,-0.91907679508373
0,-1.1014157499385
0,-0.791332263760961
0,4.0705690129202e-05
95,-2.13014226559606
535,-1.56249197516182
325,-1.11735671278362
390,-1.03937034463625
345,-1.02268326813809
445,-1.11699307323921
263,-1.63796204362188
358,-1.00489646499691
250,-1.02959533103923
355,-0.498179613414412
15,-1.42342660254204
75,-0.692128640125967
45,-1.06798722792715
0,-0.773923202997743
0,-1.31931087109816
0,-0.0724339551252755
0,0.453223976316901
30,-1.0287329653992
0,0.164120405080733
30,-0.64444507322747
0,-1.98363235676935
0,0.218760360838886
0,4.8550938562281
0,-4.58547203098
0,-2.62993236345515
0,0.401936312234341
0,-0.600490877463326
0,-0.281904234245997
0,5.33116551241481
0,-1.34227314055487
0,-2.10222789510327
235.67,-2.41939211765556
0,0.00313297748897509
0,0.384586676618772
0,-0.225737229125275
0,-0.546841147413116
0,-0.513859479430815
30,3.57480314960629
0,3.70733300669605
0,1.24003834040805
0,-1.28986150872606
0,-0.999238719642528
0,-0.388204937288979
0,-1.40847257111451
424,-0.714296962348226
358.15,-0.719435870920252
0,-1.44929851523585
0,-0.735306037096006
0,0
632.98,-1.22452387068745
502.15,-0.136714731271444
452,0.222830503550111
0,0.00354039266173452
20,-0.291911132853363
0,0.379765708199968
61.94,-0.600009523960701
178.98,0.603631369668325
60,-0.266670899538088
120,0.267383934681925
20.01,0.800012698614264
0,1.13380470214006
375,0.448437475670712
249.94,-1.40627179860799
297.91,-0.950886582248235
180,0
90,1.2000190479214
120,-0.39526311661831
60,-0.79366329149804
60,0
60,0
